Unnamed: 0,Year,District,IPC,Children,SC,SLL,ST,Women
1054,2017,Kinnaur,0,0.0,1.0,0,0.0,0.0
1055,2017,Kullu,80,2.0,0.0,9,0.0,0.0
1056,2017,Mandi,28,5.0,0.0,13,0.0,1.0
1057,2017,Shimla,131,0.0,0.0,8,0.0,0.0
1058,2017,Sirmaur,10,3.0,0.0,7,0.0,0.0
1059,2017,Solan,29,5.0,0.0,2,0.0,0.0
1060,2017,Una,3,2.0,0.0,9,0.0,0.0
1061,2017,Anantnag,310,0.0,0.0,5,0.0,0.0
1062,2017,Bandipora,0,0.0,0.0,1,0.0,0.0
1063,2017,Baramulla,174,0.0,0.0,2,0.0,0.0
1064,2017,Budgam,0,0.0,0.0,6,0.0,0.0
1065,2017,Doda,28,0.0,0.0,0,0.0,0.0
1066,2017,Ganderbal,37,0.0,0.0,0,0.0,0.0
1067,2017,Jammu,1097,0.0,0.0,12,0.0,0.0
1068,2017,Kargil,3,0.0,0.0,1,0.0,0.0
1069,2017,Kathua,26,1.0,0.0,91,0.0,0.0
1070,2017,Kishtwar,8,0.0,0.0,1,0.0,0.0
1071,2017,Kulgam,84,0.0,0.0,3,0.0,0.0
1072,2017,Kupwara,161,0.0,0.0,3,0.0,0.0
1073,2017,Leh,3,0.0,0.0,0,0.0,0.0
1074,2017,Poonch,18,0.0,0.0,3,0.0,0.0
1075,2017,Pulwama,3,0.0,0.0,0,0.0,0.0
1076,2017,Rajouri,356,0.0,0.0,245,0.0,0.0
1077,2017,Ramban,15,0.0,0.0,0,0.0,0.0
1078,2017,Reasi,101,0.0,0.0,1,0.0,0.0
1079,2017,Samba,70,0.0,0.0,0,0.0,0.0
1080,2017,Shopian,52,0.0,0.0,0,0.0,0.0
1081,2017,Srinagar,59,0.0,0.0,0,0.0,0.0
1082,2017,Udhampur,164,0.0,0.0,4,0.0,0.0
1083,2017,Bokaro,1049,0.0,0.0,34,0.0,0.0
1084,2017,Chatra,139,11.0,0.0,109,0.0,0.0
1085,2017,Deoghar,1284,8.0,0.0,69,0.0,0.0
1086,2017,Dhanbad,563,37.0,0.0,173,0.0,0.0
1087,2017,Dumka,43,28.0,0.0,53,0.0,0.0
1088,2017,Garhwa,679,23.0,0.0,109,0.0,0.0
1089,2017,Giridih,312,11.0,0.0,183,0.0,0.0
1090,2017,Godda,905,0.0,0.0,0,0.0,0.0
1091,2017,Gumla,4,28.0,0.0,28,0.0,0.0
1092,2017,Hazaribagh,348,27.0,0.0,218,0.0,0.0
1093,2017,Jamtara,23,24.0,0.0,66,0.0,0.0
1094,2017,Khunti,59,7.0,0.0,57,0.0,0.0
1095,2017,Koderma,272,24.0,0.0,11,0.0,0.0
1096,2017,Latehar,12,25.0,0.0,104,0.0,0.0
1097,2017,Pakur,153,0.0,0.0,32,0.0,0.0
1098,2017,Palamu,118,43.0,0.0,156,0.0,0.0
1099,2017,Ramgarh,79,20.0,0.0,38,0.0,0.0
1100,2017,Ranchi,1271,4.0,0.0,293,0.0,0.0
1101,2017,Sahebganj,494,24.0,0.0,15,0.0,0.0
1102,2017,Simdega,22,17.0,0.0,25,0.0,0.0
1103,2017,Bagalkot,12,36.0,0.0,23,0.0,0.0
1104,2017,Bidar,74,37.0,0.0,59,0.0,0.0
1105,2017,Vijayapura,22,48.0,0.0,110,0.0,0.0
1106,2017,Chikkamagaluru,19,53.0,0.0,45,0.0,0.0
1107,2017,Chitradurga,17,27.0,8.0,31,0.0,1.0
1108,2017,Dakshina Kannada,34,60.0,0.0,41,0.0,0.0
1109,2017,Davanagere,13,59.0,0.0,53,0.0,0.0
1110,2017,Dharwad,4,27.0,0.0,5,0.0,0.0
1111,2017,Gadag,1,18.0,0.0,2,0.0,0.0
1112,2017,Hassan,22,57.0,0.0,103,0.0,0.0
1113,2017,Haveri,6,59.0,0.0,2,0.0,0.0
1114,2017,Kodagu,18,47.0,0.0,41,0.0,0.0
1115,2017,Kolar,10,32.0,0.0,43,0.0,0.0
1116,2017,Koppal,150,40.0,0.0,163,0.0,0.0
1117,2017,Mandya,79,87.0,0.0,164,0.0,0.0
1118,2017,Raichur,22,51.0,1.0,7,0.0,0.0
1119,2017,Ramanagara,23,41.0,0.0,60,0.0,0.0
1120,2017,Shimoga,37,100.0,0.0,57,0.0,0.0
1121,2017,Udupi,37,39.0,0.0,45,0.0,0.0
1122,2017,Uttara Kannada,39,38.0,0.0,41,0.0,0.0
1123,2017,Idukki,228,91.0,0.0,20,0.0,1.0
1124,2017,Kannur,404,26.0,1.0,1,0.0,0.0
1125,2017,Kottayam,44,47.0,0.0,10,0.0,1.0
1126,2017,Malappuram,136,120.0,0.0,56,0.0,2.0
1127,2017,Palakkad,259,73.0,0.0,7,0.0,0.0
1128,2017,Pathanamthitta,461,84.0,0.0,18,0.0,0.0
1129,2017,Alirajpur,2,0.0,0.0,3,0.0,0.0
1130,2017,Anuppur,34,0.0,0.0,16,0.0,0.0
1131,2017,Ashok Nagar,90,0.0,0.0,7,0.0,0.0
1132,2017,Balaghat,22,0.0,0.0,35,0.0,0.0
1133,2017,Barwani,26,0.0,0.0,94,0.0,0.0
1134,2017,Betul,0,114.0,0.0,72,0.0,0.0
1135,2017,Bhind,315,24.0,0.0,5,0.0,0.0
1136,2017,Bhopal,888,215.0,0.0,35,0.0,0.0
1137,2017,Burhanpur,734,0.0,0.0,36,0.0,0.0
1138,2017,Chhatarpur,66,64.0,0.0,7,0.0,0.0
1139,2017,Chhindwara,177,22.0,0.0,57,0.0,0.0
1140,2017,Damoh,8,0.0,0.0,50,0.0,0.0
1141,2017,Datia,65,0.0,0.0,28,0.0,0.0
1142,2017,Dewas,50,3.0,0.0,539,0.0,0.0
1143,2017,Dhar,173,216.0,0.0,22,0.0,0.0
1144,2017,Dindori,152,67.0,0.0,7,0.0,0.0
1145,2017,Guna,520,86.0,0.0,107,0.0,0.0
1146,2017,Gwalior,26,159.0,0.0,17,0.0,0.0
1147,2017,Harda,45,1.0,0.0,13,0.0,0.0
1148,2017,Hoshangabad,36,2.0,0.0,45,0.0,0.0
1149,2017,Indore,4076,304.0,0.0,72,0.0,0.0
1150,2017,Jabalpur,81,0.0,0.0,27,0.0,0.0
1151,2017,Jhabua,16,0.0,0.0,18,0.0,0.0
1152,2017,Katni,507,9.0,0.0,25,0.0,0.0
1153,2017,Khandwa,1406,1.0,0.0,45,0.0,0.0
1154,2017,Khargone,26,1.0,0.0,90,0.0,0.0
1155,2017,Mandla,622,0.0,0.0,19,0.0,0.0
1156,2017,Mandsaur,744,0.0,0.0,161,0.0,0.0
1157,2017,Morena,576,0.0,0.0,9,0.0,0.0
1158,2017,Narsinghpur,58,3.0,0.0,16,0.0,0.0
1159,2017,Neemuch,95,2.0,0.0,22,0.0,0.0
1160,2017,Panna,6,0.0,0.0,33,0.0,0.0
1161,2017,Raisen,34,70.0,0.0,0,0.0,0.0
1162,2017,Rajgarh,1095,0.0,0.0,19,0.0,0.0
1163,2017,Ratlam,95,0.0,0.0,115,0.0,0.0
1164,2017,Rewa,2367,2.0,0.0,23,0.0,0.0
1165,2017,Sagar,105,0.0,0.0,46,0.0,0.0
1166,2017,Satna,133,0.0,0.0,19,0.0,0.0
1167,2017,Seoni,1165,0.0,0.0,75,0.0,0.0
1168,2017,Shahdol,2365,0.0,0.0,29,0.0,0.0
1169,2017,Shajapur,5,71.0,0.0,7,0.0,0.0
1170,2017,Sheopur,115,1.0,0.0,14,0.0,0.0
1171,2017,Shivpuri,118,0.0,0.0,136,0.0,0.0
1172,2017,Sidhi,86,18.0,0.0,125,0.0,0.0
1173,2017,Sehore,15,0.0,0.0,24,0.0,0.0
1174,2017,Singrauli,7,0.0,0.0,3,0.0,0.0
1175,2017,Tikamgarh,116,2.0,0.0,10,0.0,1.0
1176,2017,Ujjain,134,0.0,0.0,230,0.0,0.0
1177,2017,Umaria,8,0.0,0.0,5,0.0,0.0
1178,2017,Vidisha,259,149.0,0.0,15,0.0,0.0
1179,2017,Ahmednagar,48,95.0,0.0,0,0.0,0.0
1180,2017,Akola,128,112.0,0.0,157,0.0,0.0
1181,2017,Beed,86,70.0,0.0,22,0.0,0.0
1182,2017,Bhandara,14,56.0,0.0,39,0.0,0.0
1183,2017,Buldhana,6,100.0,0.0,23,0.0,0.0
1184,2017,Chandrapur,26,125.0,0.0,81,0.0,0.0
1185,2017,Dhule,13,32.0,0.0,50,0.0,0.0
1186,2017,Gadchiroli,10,38.0,1.0,15,0.0,0.0
1187,2017,Gondia,7,71.0,0.0,37,0.0,0.0
1188,2017,Hingoli,14,29.0,0.0,10,0.0,0.0
1189,2017,Jalgaon,266,74.0,0.0,43,0.0,0.0
1190,2017,Jalna,121,25.0,0.0,54,0.0,0.0
1191,2017,Kolhapur,32,124.0,0.0,11,0.0,0.0
1192,2017,Latur,2,64.0,0.0,0,0.0,0.0
1193,2017,Nanded,24,86.0,0.0,27,0.0,0.0
1194,2017,Nandurbar,3,26.0,0.0,6,0.0,0.0
1195,2017,Osmanabad,4,68.0,0.0,37,0.0,0.0
1196,2017,Palghar,79,171.0,0.0,54,0.0,0.0
1197,2017,Parbhani,29,68.0,0.0,17,0.0,0.0
1198,2017,Raigad,0,58.0,0.0,2,0.0,0.0
1199,2017,Ratnagiri,6,50.0,0.0,12,0.0,0.0
1200,2017,Sangli,182,91.0,0.0,10,0.0,0.0
1201,2017,Satara,34,142.0,0.0,164,0.0,0.0
1202,2017,Sindhudurg,134,18.0,0.0,18,0.0,0.0
1203,2017,Wardha,29,84.0,0.0,153,0.0,0.0
1204,2017,Washim,72,30.0,0.0,8,0.0,0.0
1205,2017,Yavatmal,4,66.0,0.0,229,0.0,0.0
1206,2017,Bishnupur,25,4.0,0.0,0,0.0,0.0
1207,2017,Chandel,13,3.0,0.0,0,0.0,0.0
1208,2017,Churachandpur,13,2.0,0.0,0,0.0,0.0
1209,2017,Imphal East,122,4.0,0.0,0,0.0,0.0
1210,2017,Imphal West,339,10.0,0.0,2,0.0,0.0
1211,2017,Senapati,19,0.0,0.0,0,0.0,0.0
1212,2017,Tamenglong,15,0.0,0.0,0,0.0,0.0
1213,2017,Thoubal,45,7.0,0.0,0,0.0,0.0
1214,2017,Ukhrul,5,1.0,0.0,0,0.0,0.0
1215,2017,Aizawl,10,70.0,0.0,0,0.0,0.0
1216,2017,Champhai,0,37.0,0.0,0,0.0,0.0
1217,2017,Kolasib,1,23.0,0.0,1,0.0,0.0
1218,2017,Lawngtlai,1,8.0,0.0,0,0.0,0.0
1219,2017,Lunglei,15,16.0,0.0,0,0.0,0.0
1220,2017,Mamit,5,23.0,0.0,1,0.0,0.0
1221,2017,Saiha,1,16.0,0.0,0,0.0,0.0
1222,2017,Serchhip,1,11.0,0.0,1,0.0,0.0
1223,2017,Dimapur,13,18.0,0.0,10,0.0,0.0
1224,2017,Kiphire,0,0.0,0.0,4,0.0,0.0
1225,2017,Kohima,1,8.0,0.0,4,0.0,0.0
1226,2017,Longleng,2,0.0,0.0,0,0.0,0.0
1227,2017,Mokokchung,2,1.0,0.0,4,0.0,0.0
1228,2017,Mon,6,2.0,0.0,2,0.0,0.0
1229,2017,Peren,9,2.0,0.0,0,0.0,0.0
1230,2017,Phek,1,1.0,0.0,0,0.0,0.0
1231,2017,Tuensang,1,3.0,0.0,5,0.0,0.0
1232,2017,Wokha,9,5.0,0.0,4,0.0,0.0
1233,2017,Zunheboto,0,3.0,0.0,0,0.0,0.0
1234,2017,Angul,514,0.0,0.0,0,0.0,0.0
1235,2017,Balasore,253,3.0,0.0,0,0.0,0.0
1236,2017,Bhadrak,487,3.0,0.0,0,0.0,0.0
1237,2017,Boudh,222,0.0,0.0,0,0.0,0.0
1238,2017,Cuttack,419,1.0,0.0,0,0.0,0.0
1239,2017,Dhenkanal,135,0.0,0.0,0,0.0,0.0
1240,2017,Gajapati,0,0.0,0.0,1,0.0,0.0
1241,2017,Ganjam,110,0.0,0.0,0,0.0,0.0
1242,2017,Jagatsinghpur,97,0.0,0.0,0,0.0,0.0
1243,2017,Jajpur,1459,74.0,0.0,0,0.0,0.0
1244,2017,Jharsuguda,51,0.0,0.0,0,0.0,0.0
1245,2017,Kalahandi,211,0.0,0.0,1,0.0,0.0
1246,2017,Kandhamal,0,74.0,0.0,1,0.0,0.0
1247,2017,Kendrapara,230,1.0,0.0,1,0.0,0.0
1248,2017,Koraput,87,5.0,0.0,0,0.0,0.0
1249,2017,Malkangiri,46,3.0,0.0,0,0.0,0.0
1250,2017,Mayurbhanj,131,1.0,0.0,0,0.0,0.0
1251,2017,Nayagarh,465,1.0,0.0,33,0.0,0.0
1252,2017,Nabarangpur,20,61.0,0.0,24,0.0,0.0
1253,2017,Nuapada,175,0.0,0.0,0,0.0,0.0
1254,2017,Puri,70,6.0,0.0,0,0.0,0.0
1255,2017,Rayagada,0,4.0,0.0,0,0.0,0.0
1256,2017,Sambalpur,812,3.0,0.0,0,0.0,0.0
1257,2017,Barnala,29,12.0,0.0,45,0.0,0.0
1258,2017,Bathinda,234,29.0,0.0,28,0.0,0.0
1259,2017,Faridkot,41,11.0,0.0,17,0.0,0.0
1260,2017,Fatehgarh Sahib,56,16.0,0.0,9,0.0,0.0
1261,2017,Fazilka,67,35.0,0.0,21,0.0,0.0
1262,2017,Gurdaspur,27,5.0,0.0,33,0.0,0.0
1263,2017,Hoshiarpur,136,17.0,0.0,48,0.0,0.0
1264,2017,Kapurthala,100,17.0,0.0,107,0.0,0.0
1265,2017,Mansa,28,26.0,0.0,27,0.0,0.0
1266,2017,Moga,9,19.0,0.0,3,0.0,0.0
1267,2017,Muktsar,103,25.0,0.0,11,0.0,0.0
1268,2017,Pathankot,15,16.0,0.0,16,0.0,0.0
1269,2017,Patiala,66,22.0,0.0,7,0.0,0.0
1270,2017,Sangrur,48,19.0,0.0,37,0.0,0.0
1271,2017,Tarn Taran,358,8.0,0.0,58,0.0,0.0
1272,2017,Ajmer,318,58.0,0.0,22,0.0,0.0
1273,2017,Alwar,1151,0.0,0.0,200,0.0,0.0
1274,2017,Banswara,97,74.0,0.0,453,0.0,0.0
1275,2017,Baran,0,0.0,0.0,19,0.0,1.0
1276,2017,Barmer,1,60.0,0.0,13,0.0,0.0
1277,2017,Bharatpur,3579,101.0,0.0,281,0.0,0.0
1278,2017,Bhilwara,278,113.0,0.0,319,0.0,0.0
1279,2017,Bikaner,1248,87.0,0.0,851,0.0,0.0
1280,2017,Bundi,609,50.0,0.0,425,0.0,0.0
1281,2017,Chittorgarh,599,45.0,0.0,284,0.0,0.0
1282,2017,Churu,843,39.0,0.0,62,0.0,0.0
1283,2017,Dausa,1040,29.0,0.0,392,0.0,0.0
1284,2017,Dholpur,1021,28.0,0.0,34,0.0,0.0
1285,2017,Dungarpur,114,22.0,0.0,253,0.0,0.0
1286,2017,Hanumangarh,1094,75.0,0.0,112,0.0,0.0
1287,2017,Jaipur Rural,1101,53.0,0.0,286,0.0,0.0
1288,2017,Jaisalmer,223,45.0,0.0,154,0.0,0.0
1289,2017,Jalore,1,34.0,0.0,137,0.0,0.0
1290,2017,Jhalawar,10,84.0,0.0,17,0.0,0.0
1291,2017,Jhunjhunu,1550,27.0,0.0,641,0.0,0.0
1292,2017,Jodhpur Rural,474,49.0,0.0,13,0.0,0.0
1293,2017,Karauli,2016,3.0,0.0,234,0.0,0.0
1294,2017,Nagaur,1026,38.0,0.0,164,0.0,4.0
1295,2017,Pali,1991,31.0,0.0,289,0.0,0.0
1296,2017,Pratapgarh,222,47.0,0.0,14,0.0,0.0
1328,2017,Rajsamand,77,25.0,0.0,108,0.0,0.0
1329,2017,Sawai Madhopur,1279,13.0,0.0,241,0.0,0.0
1330,2017,Sikar,2059,36.0,0.0,427,0.0,0.0
1331,2017,Sirohi,276,54.0,0.0,94,0.0,0.0
1332,2017,Tonk,565,41.0,0.0,3,0.0,0.0
1333,2017,Udaipur,492,96.0,0.0,564,0.0,1.0
1334,2017,Ariyalur,0,40.0,0.0,2,0.0,0.0
1335,2017,Chennai,402,185.0,0.0,161,0.0,1.0
1336,2017,Coimbatore,233,37.0,0.0,144,0.0,0.0
1337,2017,Cuddalore,55,46.0,0.0,224,0.0,0.0
1338,2017,Dharmapuri,59,36.0,0.0,0,0.0,0.0
1339,2017,Dindigul,281,43.0,0.0,120,0.0,0.0
1340,2017,Erode,149,14.0,0.0,46,0.0,0.0
1341,2017,Kanchipuram,1062,40.0,0.0,919,0.0,0.0
1342,2017,Kanyakumari,48,60.0,0.0,147,0.0,0.0
1343,2017,Karur,0,14.0,0.0,2,0.0,0.0
1344,2017,Krishnagiri,170,40.0,0.0,0,0.0,0.0
1345,2017,Madurai,25,96.0,1.0,216,0.0,1.0
1346,2017,Nagapattinam,0,41.0,0.0,0,0.0,0.0
1347,2017,Namakkal,386,34.0,0.0,22,0.0,0.0
1348,2017,Nilgiris,407,14.0,0.0,535,0.0,0.0
1349,2017,Perambalur,46,19.0,0.0,1,0.0,0.0
1350,2017,Salem,559,79.0,0.0,18,0.0,0.0
1351,2017,Thanjavur,0,44.0,0.0,0,0.0,0.0
1352,2017,Theni,850,66.0,0.0,512,0.0,0.0
1353,2017,Thoothukudi,29,84.0,0.0,104,0.0,0.0
1354,2017,Tiruppur,49,29.0,0.0,3,0.0,0.0
1355,2017,Vellore,2,84.0,0.0,10,0.0,0.0
1356,2017,Virudhunagar,909,41.0,0.0,1024,0.0,0.0
1357,2017,Adilabad,59,25.0,0.0,10,0.0,0.0
1358,2017,Bhadradri Kothagudem,330,145.0,0.0,100,0.0,0.0
1359,2017,Kamareddy ,120,20.0,0.0,63,0.0,0.0
1360,2017,Mahabubabad,419,57.0,0.0,48,0.0,0.0
1361,2017,Medak,371,34.0,0.0,77,0.0,0.0
1362,2017,Nagarkurnool,145,39.0,0.0,89,0.0,0.0
1363,2017,Nalgonda,1172,100.0,0.0,20,0.0,0.0
1364,2017,Nirmal,76,30.0,0.0,3,0.0,0.0
1365,2017,Sangareddy,397,35.0,0.0,46,0.0,0.0
1366,2017,Suryapet,1215,31.0,0.0,9,0.0,0.0
1367,2017,Vikarabad,100,42.0,0.0,60,0.0,0.0
1368,2017,Wanaparthy,37,25.0,0.0,167,0.0,0.0
1369,2017,Dhalai,1,17.0,0.0,0,0.0,0.0
1370,2017,Gomati,98,11.0,0.0,0,0.0,0.0
1371,2017,Unakoti,17,22.0,0.0,0,0.0,0.0
1372,2017,Agra,1296,168.0,0.0,1229,0.0,0.0
1373,2017,Aligarh,947,188.0,0.0,1289,0.0,0.0
1374,2017,Prayagraj,272,95.0,0.0,239,0.0,0.0
1375,2017,Ambedkar Nagar,190,13.0,0.0,151,0.0,0.0
1376,2017,Amethi,168,10.0,0.0,364,0.0,0.0
1377,2017,Amroha,328,11.0,0.0,714,0.0,0.0
1378,2017,Auraiya,48,82.0,0.0,123,0.0,0.0
1379,2017,Azamgarh,1093,48.0,0.0,2134,0.0,0.0
1380,2017,Baghpat,403,31.0,0.0,684,0.0,0.0
1381,2017,Bahraich,748,57.0,0.0,274,0.0,0.0
1382,2017,Ballia,0,178.0,1.0,569,0.0,0.0
1415,2017,Banda,105,2.0,0.0,309,0.0,0.0
1416,2017,Barabanki,1114,62.0,0.0,661,0.0,0.0
1417,2017,Bareilly,945,134.0,0.0,3673,0.0,0.0
1418,2017,Basti,148,75.0,0.0,465,0.0,0.0
1419,2017,Bijnor,60,57.0,0.0,223,0.0,0.0
1420,2017,Chitrakoot,291,17.0,0.0,480,0.0,0.0
1421,2017,Deoria,457,0.0,0.0,414,0.0,0.0
1422,2017,Etah,49,80.0,0.0,462,0.0,0.0
1423,2017,Etawah,72,82.0,0.0,125,0.0,0.0
1424,2017,Ayodhya,59,72.0,0.0,44,0.0,0.0
1425,2017,Fatehpur,581,190.0,0.0,103,0.0,0.0
1426,2017,Firozabad,251,107.0,0.0,550,0.0,0.0
1427,2017,Ghaziabad,384,34.0,0.0,258,0.0,0.0
1428,2017,Ghazipur,359,0.0,0.0,372,0.0,0.0
1429,2017,Gonda,726,36.0,0.0,3102,0.0,0.0
1430,2017,Gorakhpur,70,1.0,0.0,500,0.0,0.0
1463,2017,Hapur,371,7.0,0.0,423,0.0,0.0
1464,2017,Hardoi,355,140.0,0.0,148,0.0,0.0
1465,2017,Hathras,752,0.0,0.0,595,0.0,0.0
1466,2017,Jalaun,323,87.0,0.0,556,0.0,0.0
1467,2017,Jaunpur,302,101.0,211.0,185,0.0,0.0
1468,2017,Jhansi,310,71.0,0.0,36,0.0,0.0
1469,2017,Kannauj,131,14.0,0.0,121,0.0,0.0
1470,2017,Kanpur Dehat,0,90.0,0.0,614,0.0,0.0
1471,2017,Kanpur Nagar,1401,194.0,0.0,719,0.0,0.0
1472,2017,Kasganj,619,40.0,0.0,218,0.0,0.0
1473,2017,Kaushambi,256,0.0,0.0,128,0.0,0.0
1474,2017,Kushi Nagar,0,41.0,0.0,292,0.0,0.0
1475,2017,Lalitpur,353,54.0,0.0,17,0.0,0.0
1477,2017,Maharajganj,174,220.0,0.0,135,0.0,0.0
1478,2017,Mahoba,39,56.0,0.0,53,0.0,0.0
1479,2017,Mainpuri,1230,0.0,0.0,1238,0.0,0.0
1480,2017,Mathura,917,23.0,0.0,57,0.0,0.0
1481,2017,Mau,0,0.0,0.0,44,0.0,0.0
1482,2017,Meerut,211,100.0,0.0,1418,0.0,0.0
1483,2017,Mirzapur,115,9.0,0.0,331,0.0,0.0
1484,2017,Moradabad,28,144.0,0.0,395,0.0,0.0
1485,2017,Muzaffarnagar,125,22.0,0.0,235,0.0,0.0
1486,2017,Pilibhit,142,189.0,0.0,1554,0.0,0.0
1519,2017,Rampur,82,35.0,0.0,972,0.0,0.0
1520,2017,Saharanpur,1094,70.0,0.0,554,0.0,0.0
1521,2017,Sambhal,350,63.0,0.0,1103,0.0,0.0
1522,2017,Sant Kabirnagar,139,82.0,0.0,60,0.0,0.0
1523,2017,Shahjahanpur,209,212.0,0.0,117,0.0,0.0
1524,2017,Shamli,568,34.0,0.0,360,0.0,0.0
1525,2017,Sitapur,0,199.0,0.0,1498,0.0,0.0
1526,2017,Sonbhadra,53,0.0,0.0,47,0.0,0.0
1527,2017,Bhadohi,217,8.0,0.0,217,0.0,0.0
1528,2017,Sultanpur,53,0.0,0.0,38,0.0,0.0
1529,2017,Unnao,206,136.0,0.0,218,0.0,0.0
1530,2017,Varanasi,2248,236.0,0.0,222,0.0,0.0
1531,2017,Almora,42,0.0,0.0,17,0.0,0.0
1532,2017,Bageshwar,42,0.0,0.0,17,0.0,0.0
1533,2017,Chamoli,1,2.0,0.0,6,0.0,0.0
1534,2017,Champawat,26,0.0,0.0,22,0.0,0.0
1535,2017,Dehradun,213,9.0,0.0,19,0.0,0.0
1536,2017,Haridwar,820,70.0,0.0,56,0.0,0.0
1537,2017,Nainital,0,4.0,0.0,29,0.0,0.0
1538,2017,Pithoragarh,11,3.0,0.0,0,0.0,0.0
1539,2017,Rudra Prayag,7,2.0,0.0,5,0.0,0.0
1540,2017,Udhamsingh Nagar,1605,82.0,0.0,1876,0.0,0.0
1541,2017,Uttarkashi,4,8.0,0.0,2,0.0,0.0
1542,2017,Alipurduar,106,68.0,0.0,21,0.0,0.0
1543,2017,Bankura,81,36.0,0.0,3,0.0,0.0
1544,2017,Birbhum,90,91.0,0.0,24,0.0,0.0
1545,2017,Coochbehar,1521,26.0,0.0,356,0.0,0.0
1546,2017,Dakshin Dinajpur,304,24.0,0.0,6,0.0,0.0
1547,2017,Darjeeling,100,48.0,0.0,103,0.0,0.0
1548,2017,Jalpaiguri,515,124.0,0.0,122,0.0,0.0
1549,2017,Jhargram,261,36.0,0.0,0,0.0,0.0
1550,2017,Kolkata,6394,208.0,0.0,264,0.0,0.0
1551,2017,Malda,90,222.0,0.0,31,0.0,0.0
1554,2017,Paschim Medinipur,828,99.0,0.0,25,0.0,0.0
1555,2017,Purulia,295,48.0,0.0,13,0.0,0.0
1557,2017,Kalimpong,38,15.0,0.0,54,0.0,0.0
1558,2017,Purba Bardhaman,2797,62.0,0.0,19,0.0,0.0
1559,2017,South Andaman,4,34.0,0.0,0,0.0,0.0
1560,2017,Chandigarh,16,15.0,0.0,1,0.0,0.0
1561,2017,Daman,31,5.0,0.0,0,0.0,0.0
1562,2017,Diu,16,0.0,0.0,0,0.0,0.0
1563,2017,New Delhi,73,13.0,0.0,1,0.0,0.0
1564,2017,Shahdara,108,90.0,0.0,1,0.0,0.0
1565,2017,Lakshadweep,19,4.0,0.0,11,0.0,0.0
1566,2017,Karaikal,65,10.0,0.0,138,0.0,0.0
1567,2017,Puducherry,180,56.0,6.0,276,0.0,0.0
1568,2018,Anantapur,75,13.0,0.0,2,0.0,0.0
1569,2018,Chittoor,860,24.0,0.0,20,0.0,0.0
1570,2018,East Godavari,696,22.0,0.0,286,0.0,0.0
1571,2018,Guntur,415,0.0,0.0,2,0.0,0.0
1572,2018,Krishna,1493,6.0,0.0,0,0.0,0.0
1573,2018,Kurnool,46,63.0,0.0,155,0.0,0.0
1574,2018,Nellore,883,1.0,0.0,2,0.0,0.0
1575,2018,Srikakulam,357,22.0,0.0,26,0.0,0.0
1576,2018,Visakhapatnam,496,17.0,5.0,94,0.0,0.0
1577,2018,Vizianagaram,1091,6.0,0.0,135,0.0,0.0
1578,2018,West Godavari,223,172.0,1.0,21,0.0,0.0
1579,2018,Anjaw,8,0.0,0.0,0,0.0,0.0
1580,2018,Changlang,3,0.0,0.0,0,0.0,0.0
1581,2018,Dibang Valley,5,0.0,0.0,0,0.0,0.0
1582,2018,Kurung Kumey,12,0.0,0.0,0,0.0,0.0
1583,2018,Lohit,13,0.0,0.0,0,0.0,0.0
1584,2018,Longding,0,0.0,0.0,0,0.0,0.0
1585,2018,Lower Dibang Valley,5,5.0,0.0,1,0.0,0.0
1586,2018,Tawang,13,1.0,0.0,0,0.0,0.0
1587,2018,Tirap,4,1.0,0.0,0,0.0,0.0
1588,2018,Namsai,18,0.0,0.0,0,0.0,0.0
1589,2018,Siang,8,0.0,0.0,0,0.0,0.0
1590,2018,Kamle,5,2.0,0.0,0,0.0,0.0
1591,2018,Lower Siang,5,0.0,0.0,0,0.0,0.0
1592,2018,Leparada,5,0.0,0.0,0,0.0,0.0
1593,2018,Barpeta,2296,120.0,0.0,230,0.0,0.0
1594,2018,Baksa,0,48.0,0.0,0,0.0,0.0
1595,2018,Bongaigaon,534,50.0,0.0,14,0.0,0.0
1596,2018,Cachar,1283,53.0,0.0,55,0.0,0.0
1597,2018,Chirang,0,31.0,0.0,0,0.0,0.0
1598,2018,Darrang,14,51.0,0.0,2,0.0,0.0
1599,2018,Dhemaji,45,36.0,0.0,9,0.0,0.0
1600,2018,Dhubri,57,135.0,0.0,165,0.0,0.0
1601,2018,Dibrugarh,1752,69.0,0.0,69,0.0,0.0
1602,2018,Goalpara,110,40.0,0.0,10,0.0,0.0
1603,2018,Golaghat,431,54.0,0.0,52,0.0,0.0
1604,2018,Hailakandi,46,29.0,0.0,11,0.0,0.0
1605,2018,Jorhat,1385,46.0,0.0,0,0.0,0.0
1606,2018,Karbi Anglong,245,14.0,0.0,0,0.0,0.0
1607,2018,Karimganj,462,45.0,0.0,59,0.0,0.0
1608,2018,Kokrajhar,0,52.0,0.0,0,0.0,0.0
1609,2018,Lakhimpur,147,126.0,0.0,7,0.0,0.0
1610,2018,Morigaon,0,100.0,0.0,12,0.0,0.0
1611,2018,Dima Hasao,12,9.0,0.0,1,0.0,0.0
1612,2018,Nagaon,6,100.0,0.0,0,0.0,0.0
1613,2018,Nalbari,88,54.0,0.0,5,0.0,0.0
1614,2018,Sonitpur,2068,57.0,0.0,282,0.0,0.0
1615,2018,Tinsukia,363,44.0,0.0,10,0.0,0.0
