Unnamed: 0,Year,District,IPC,Children,SC,SLL,ST,Women
1616,2018,Udalguri,130,35.0,0.0,0,0.0,0.0
1617,2018,Majuli,0,0.0,0.0,8,0.0,0.0
1618,2018,Biswanath,55,39.0,0.0,2,0.0,0.0
1619,2018,Hojai,85,63.0,0.0,0,0.0,0.0
1620,2018,Charaideo,35,28.0,0.0,35,0.0,0.0
1621,2018,Araria,0,39.0,0.0,23,0.0,0.0
1622,2018,Arwal,0,7.0,0.0,1,0.0,0.0
1623,2018,Aurangabad,0,67.0,0.0,23,0.0,0.0
1624,2018,Banka,0,22.0,0.0,17,0.0,0.0
1625,2018,Begusarai,0,43.0,0.0,9,0.0,0.0
1626,2018,Bhagalpur,2,71.0,0.0,0,0.0,0.0
1627,2018,Bhojpur,0,75.0,0.0,11,0.0,0.0
1628,2018,Buxar,0,10.0,0.0,1,0.0,0.0
1629,2018,Darbhanga,0,61.0,0.0,46,0.0,0.0
1630,2018,Gaya,5,83.0,0.0,77,0.0,0.0
1631,2018,Gopalganj,0,25.0,0.0,22,0.0,0.0
1632,2018,Jamui,0,17.0,0.0,7,0.0,0.0
1633,2018,Jehanabad,0,32.0,0.0,6,0.0,0.0
1634,2018,Katihar,0,96.0,0.0,19,0.0,0.0
1635,2018,Khagaria,0,37.0,0.0,8,0.0,0.0
1636,2018,Kishanganj,2,25.0,0.0,31,0.0,0.0
1637,2018,Lakhisarai,0,56.0,0.0,0,0.0,0.0
1638,2018,Madhepura,3,34.0,0.0,1,0.0,0.0
1639,2018,Madhubani,0,91.0,0.0,39,0.0,0.0
1640,2018,Munger,0,48.0,0.0,25,0.0,0.0
1641,2018,Muzaffarpur,4,141.0,0.0,32,0.0,0.0
1642,2018,Nalanda,0,78.0,0.0,19,0.0,0.0
1643,2018,Patna,0,175.0,0.0,5,0.0,0.0
1644,2018,Rohtas,0,80.0,0.0,0,0.0,0.0
1645,2018,Saharsa,0,31.0,0.0,0,0.0,0.0
1646,2018,Samastipur,0,39.0,0.0,16,0.0,0.0
1647,2018,Saran,0,30.0,0.0,31,0.0,0.0
1648,2018,Sheikhpura,1,39.0,0.0,0,0.0,0.0
1649,2018,Sheohar,0,5.0,0.0,8,0.0,0.0
1650,2018,Sitamarhi,5,34.0,0.0,32,0.0,0.0
1651,2018,Siwan,0,36.0,0.0,22,0.0,0.0
1652,2018,Supaul,0,31.0,0.0,27,0.0,0.0
1653,2018,Vaishali,0,34.0,0.0,17,0.0,0.0
1654,2018,Balod,376,41.0,0.0,5,0.0,0.0
1655,2018,Balrampur,411,68.0,0.0,12,0.0,0.0
1687,2018,Bilaspur,0,89.0,0.0,13,0.0,0.0
1719,2018,Dhamtari,574,72.0,0.0,4,0.0,0.0
1720,2018,Durg,0,176.0,0.0,16,0.0,0.0
1721,2018,Jashpur,47,62.0,0.0,26,0.0,0.0
1722,2018,Kabirdham,80,41.0,0.0,13,0.0,0.0
1723,2018,Kanker,257,53.0,0.0,7,0.0,0.0
1724,2018,Kondagaon,0,31.0,0.0,0,0.0,0.0
1725,2018,Korba,30,79.0,0.0,1,0.0,0.0
1726,2018,Koriya,49,68.0,0.0,10,0.0,0.0
1727,2018,Mahasamund,60,69.0,0.0,8,0.0,0.0
1728,2018,Narayanpur,0,10.0,0.0,0,0.0,0.0
1729,2018,Raigarh,127,73.0,0.0,11,0.0,0.0
1730,2018,Raipur,21,228.0,0.0,11,0.0,0.0
1731,2018,Rajnandgaon,1172,57.0,0.0,41,0.0,1.0
1732,2018,Sukma,12,5.0,0.0,0,0.0,0.0
1733,2018,Surajpur,9,115.0,0.0,8,0.0,0.0
1734,2018,North Goa,15,5.0,0.0,6,0.0,0.0
1735,2018,South Goa,8,3.0,0.0,5,0.0,0.0
1736,2018,Amreli,157,61.0,0.0,21,0.0,0.0
1737,2018,Anand,74,77.0,0.0,34,0.0,0.0
1738,2018,Banaskantha,8,35.0,0.0,16,0.0,0.0
1739,2018,Bharuch,35,76.0,0.0,43,0.0,0.0
1740,2018,Bhavnagar,78,139.0,0.0,23,0.0,0.0
1741,2018,Botad,12,36.0,0.0,14,0.0,0.0
1742,2018,Dahod,0,113.0,0.0,28,0.0,0.0
1743,2018,Dang,0,3.0,0.0,1,0.0,0.0
1744,2018,Gandhinagar,2,57.0,0.0,17,0.0,0.0
1745,2018,Gir Somnath,0,17.0,0.0,40,0.0,0.0
1746,2018,Jamnagar,47,53.0,0.0,72,0.0,0.0
1747,2018,Junagadh,71,59.0,0.0,120,0.0,0.0
1748,2018,Kheda,0,14.0,0.0,37,0.0,0.0
1749,2018,Mahisagar,292,13.0,0.0,31,0.0,0.0
1750,2018,Mehsana,11,21.0,0.0,44,0.0,0.0
1751,2018,Morbi,16,39.0,0.0,24,0.0,0.0
1752,2018,Narmada,3,13.0,0.0,4,0.0,0.0
1753,2018,Navsari,15,33.0,0.0,26,0.0,0.0
1754,2018,Panchmahal,3,106.0,0.0,83,0.0,0.0
1755,2018,Patan,19,53.0,0.0,30,0.0,0.0
1756,2018,Porbandar,83,13.0,0.0,5,0.0,0.0
1757,2018,Sabarkantha,26,29.0,0.0,9,0.0,0.0
1758,2018,Surendranagar,48,20.0,0.0,49,0.0,0.0
1759,2018,Tapi,1,21.0,0.0,14,0.0,0.0
1760,2018,Valsad,8,26.0,0.0,17,0.0,0.0
1761,2018,Ambala,541,85.0,0.0,95,0.0,0.0
1762,2018,Bhiwani,642,34.0,0.0,33,0.0,0.0
1763,2018,Faridabad,2045,290.0,0.0,203,0.0,0.0
1764,2018,Fatehabad,88,95.0,0.0,70,0.0,0.0
1765,2018,Gurugram,1169,198.0,0.0,142,0.0,0.0
1766,2018,Jhajjar,225,72.0,0.0,48,0.0,0.0
1767,2018,Jind,733,89.0,0.0,159,0.0,0.0
1768,2018,Kaithal,217,69.0,0.0,43,0.0,0.0
1769,2018,Karnal,290,133.0,0.0,96,0.0,0.0
1770,2018,Kurukshetra,463,74.0,0.0,69,0.0,0.0
1771,2018,Palwal,486,43.0,0.0,154,0.0,0.0
1772,2018,Panchkula,411,42.0,0.0,66,0.0,0.0
1773,2018,Panipat,1367,148.0,0.0,131,0.0,0.0
1774,2018,Rewari,201,76.0,0.0,23,0.0,0.0
1775,2018,Rohtak,722,102.0,0.0,49,0.0,0.0
1776,2018,Sirsa,110,80.0,0.0,63,0.0,0.0
1777,2018,Sonipat,647,88.0,0.0,104,0.0,0.0
1778,2018,Yamunanagar,1133,74.0,0.0,77,0.0,0.0
1779,2018,Charkhi Dadri,50,32.0,0.0,15,0.0,0.0
1812,2018,Chamba,27,3.0,0.0,1,0.0,0.0
1813,2018,Hamirpur,1,5.0,0.0,5,0.0,0.0
1845,2018,Kangra,70,2.0,0.0,8,0.0,0.0
1846,2018,Kinnaur,6,2.0,1.0,1,0.0,0.0
1847,2018,Kullu,10,25.0,0.0,2,0.0,0.0
1848,2018,Mandi,30,2.0,0.0,6,0.0,0.0
1849,2018,Shimla,73,0.0,0.0,10,0.0,0.0
1850,2018,Sirmaur,9,5.0,0.0,5,0.0,0.0
1851,2018,Solan,50,3.0,2.0,2,0.0,0.0
1852,2018,Una,5,2.0,0.0,34,0.0,0.0
1853,2018,Anantnag,325,2.0,0.0,0,0.0,0.0
1854,2018,Bandipora,0,0.0,0.0,2,0.0,0.0
1855,2018,Baramulla,86,0.0,0.0,2,0.0,0.0
1856,2018,Budgam,0,0.0,0.0,4,0.0,0.0
1857,2018,Doda,23,4.0,0.0,46,0.0,0.0
1858,2018,Ganderbal,17,3.0,0.0,0,0.0,0.0
1859,2018,Jammu,370,6.0,0.0,8,0.0,0.0
1860,2018,Kargil,10,0.0,0.0,0,0.0,0.0
1861,2018,Kathua,20,2.0,0.0,113,0.0,0.0
1862,2018,Kishtwar,81,0.0,0.0,6,0.0,0.0
1863,2018,Kulgam,88,0.0,0.0,4,0.0,0.0
1864,2018,Kupwara,77,0.0,0.0,4,0.0,0.0
1865,2018,Leh,1,0.0,0.0,0,0.0,0.0
1866,2018,Poonch,4,0.0,0.0,3,0.0,0.0
1867,2018,Pulwama,0,0.0,0.0,0,0.0,0.0
1868,2018,Rajouri,320,2.0,0.0,210,0.0,0.0
1869,2018,Ramban,109,2.0,0.0,0,0.0,0.0
1870,2018,Reasi,102,0.0,0.0,0,0.0,0.0
1871,2018,Samba,10,1.0,0.0,120,0.0,0.0
1872,2018,Shopian,42,0.0,0.0,1,0.0,0.0
1873,2018,Srinagar,186,3.0,0.0,4,0.0,0.0
1874,2018,Udhampur,60,7.0,1.0,79,0.0,0.0
1875,2018,Bokaro,330,38.0,0.0,39,0.0,0.0
1876,2018,Chatra,148,37.0,0.0,53,0.0,0.0
1877,2018,Deoghar,178,22.0,0.0,52,0.0,0.0
1878,2018,Dhanbad,326,51.0,0.0,113,0.0,0.0
1879,2018,Dumka,168,41.0,0.0,82,0.0,0.0
1880,2018,Garhwa,584,20.0,0.0,219,0.0,0.0
1881,2018,Giridih,92,25.0,0.0,145,0.0,0.0
1882,2018,Godda,26,22.0,0.0,67,0.0,0.0
1883,2018,Gumla,22,35.0,0.0,51,0.0,0.0
1884,2018,Hazaribagh,78,41.0,0.0,121,0.0,0.0
1885,2018,Jamtara,63,19.0,0.0,21,0.0,0.0
1886,2018,Khunti,13,12.0,0.0,18,1.0,0.0
1887,2018,Koderma,110,21.0,0.0,23,0.0,0.0
1888,2018,Latehar,38,3.0,0.0,51,0.0,0.0
1889,2018,Pakur,232,0.0,0.0,100,0.0,0.0
1890,2018,Palamu,23,66.0,0.0,135,0.0,0.0
1891,2018,Ramgarh,124,18.0,0.0,52,0.0,0.0
1892,2018,Ranchi,520,70.0,0.0,224,0.0,0.0
1893,2018,Sahebganj,144,14.0,0.0,6,0.0,0.0
1894,2018,Simdega,0,30.0,0.0,30,0.0,0.0
1895,2018,Bagalkot,97,38.0,0.0,8,0.0,0.0
1896,2018,Bidar,77,42.0,0.0,10,0.0,0.0
1897,2018,Vijayapura,24,53.0,0.0,1,0.0,0.0
1898,2018,Chikkamagaluru,13,73.0,0.0,17,0.0,0.0
1899,2018,Chitradurga,14,33.0,2.0,33,0.0,0.0
1900,2018,Dakshina Kannada,20,56.0,0.0,51,0.0,0.0
1901,2018,Davanagere,12,64.0,0.0,7,0.0,0.0
1902,2018,Dharwad,9,19.0,0.0,6,0.0,0.0
1903,2018,Gadag,19,22.0,0.0,4,0.0,0.0
1904,2018,Hassan,14,84.0,0.0,48,0.0,0.0
1905,2018,Haveri,15,58.0,0.0,2,0.0,0.0
1906,2018,Kodagu,13,38.0,0.0,14,0.0,0.0
1907,2018,Kolar,14,49.0,0.0,13,0.0,0.0
1908,2018,Koppal,21,71.0,0.0,5,0.0,0.0
1909,2018,Mandya,47,85.0,0.0,18,0.0,0.0
1910,2018,Raichur,20,52.0,0.0,12,0.0,0.0
1911,2018,Ramanagara,25,45.0,0.0,6,0.0,0.0
1912,2018,Shimoga,13,108.0,0.0,15,0.0,0.0
1913,2018,Udupi,14,78.0,0.0,29,0.0,0.0
1914,2018,Uttara Kannada,14,40.0,0.0,38,0.0,0.0
1915,2018,Idukki,158,84.0,0.0,11,0.0,0.0
1916,2018,Kannur,342,171.0,0.0,0,0.0,0.0
1917,2018,Kottayam,127,49.0,0.0,1061,0.0,0.0
1918,2018,Malappuram,194,95.0,0.0,28,0.0,0.0
1919,2018,Palakkad,261,61.0,0.0,7,0.0,0.0
1920,2018,Pathanamthitta,71,71.0,0.0,5,0.0,0.0
1921,2018,Alirajpur,16,0.0,0.0,2,0.0,0.0
1922,2018,Anuppur,26,0.0,0.0,20,0.0,0.0
1923,2018,Ashok Nagar,30,0.0,0.0,10,0.0,0.0
1924,2018,Balaghat,23,0.0,0.0,35,0.0,0.0
1925,2018,Barwani,35,0.0,0.0,87,0.0,0.0
1926,2018,Betul,0,105.0,0.0,53,0.0,0.0
1927,2018,Bhind,92,0.0,0.0,6,0.0,0.0
1928,2018,Bhopal,2050,376.0,0.0,325,0.0,0.0
1929,2018,Burhanpur,559,1.0,0.0,33,0.0,0.0
1930,2018,Chhatarpur,26,134.0,0.0,20,0.0,0.0
1931,2018,Chhindwara,299,0.0,0.0,97,0.0,0.0
1932,2018,Damoh,16,1.0,0.0,46,0.0,0.0
1933,2018,Datia,31,32.0,0.0,31,0.0,0.0
1934,2018,Dewas,87,0.0,0.0,51,0.0,0.0
1935,2018,Dhar,18,268.0,0.0,51,0.0,0.0
1936,2018,Dindori,48,28.0,0.0,6,0.0,0.0
1937,2018,Guna,391,132.0,0.0,30,0.0,0.0
1938,2018,Gwalior,36,203.0,0.0,19,0.0,0.0
1939,2018,Harda,10,0.0,0.0,22,0.0,0.0
1940,2018,Hoshangabad,17,1.0,0.0,127,0.0,0.0
1941,2018,Indore,109,448.0,0.0,77,0.0,0.0
1942,2018,Jabalpur,66,0.0,0.0,27,0.0,0.0
1943,2018,Jhabua,9,57.0,0.0,24,0.0,0.0
1944,2018,Katni,177,0.0,0.0,27,0.0,0.0
1945,2018,Khandwa,1333,3.0,0.0,63,0.0,0.0
1946,2018,Khargone,14,0.0,0.0,105,0.0,0.0
1947,2018,Mandla,3,0.0,0.0,16,0.0,0.0
1948,2018,Mandsaur,18,0.0,0.0,136,0.0,0.0
1949,2018,Morena,15,0.0,0.0,61,0.0,0.0
1950,2018,Narsinghpur,24,124.0,0.0,39,0.0,0.0
1951,2018,Neemuch,5,1.0,0.0,36,0.0,0.0
1952,2018,Panna,50,1.0,0.0,44,0.0,0.0
1953,2018,Raisen,972,67.0,0.0,829,0.0,0.0
1954,2018,Rajgarh,1631,17.0,0.0,4,0.0,0.0
1955,2018,Ratlam,56,0.0,0.0,116,0.0,0.0
1956,2018,Rewa,2210,4.0,0.0,81,0.0,0.0
1957,2018,Sagar,51,124.0,0.0,28,0.0,0.0
1958,2018,Satna,0,0.0,0.0,13,0.0,0.0
1959,2018,Seoni,999,0.0,0.0,137,0.0,0.0
1960,2018,Shahdol,175,8.0,0.0,78,0.0,0.0
1961,2018,Shajapur,1,104.0,0.0,15,0.0,0.0
1962,2018,Sheopur,74,22.0,0.0,43,0.0,0.0
1963,2018,Shivpuri,466,1.0,0.0,96,0.0,0.0
1964,2018,Sidhi,15,44.0,0.0,13,0.0,0.0
1965,2018,Sehore,124,0.0,0.0,18,0.0,0.0
1966,2018,Singrauli,10,0.0,0.0,7,0.0,0.0
1967,2018,Tikamgarh,146,0.0,0.0,6,0.0,0.0
1968,2018,Ujjain,3172,0.0,0.0,320,0.0,0.0
1969,2018,Umaria,10,0.0,0.0,6,0.0,0.0
1970,2018,Vidisha,15,167.0,0.0,14,0.0,0.0
1971,2018,Ahmednagar,590,234.0,0.0,0,0.0,0.0
1972,2018,Akola,124,127.0,0.0,193,0.0,0.0
1973,2018,Beed,259,100.0,0.0,30,0.0,0.0
1974,2018,Bhandara,13,52.0,0.0,71,0.0,0.0
1975,2018,Buldhana,7,164.0,0.0,20,0.0,0.0
1976,2018,Chandrapur,22,146.0,0.0,90,0.0,0.0
1977,2018,Dhule,130,27.0,0.0,52,0.0,0.0
1978,2018,Gadchiroli,9,39.0,0.0,21,0.0,0.0
1979,2018,Gondia,13,86.0,0.0,40,0.0,0.0
1980,2018,Hingoli,9,40.0,0.0,16,0.0,0.0
1981,2018,Jalgaon,409,123.0,0.0,54,0.0,0.0
1982,2018,Jalna,589,28.0,0.0,52,0.0,0.0
1983,2018,Kolhapur,351,142.0,0.0,5,0.0,0.0
1984,2018,Latur,0,60.0,0.0,0,0.0,0.0
1985,2018,Nanded,10,100.0,0.0,34,0.0,0.0
1986,2018,Nandurbar,1,35.0,0.0,30,0.0,0.0
1987,2018,Osmanabad,110,83.0,0.0,33,0.0,0.0
1988,2018,Palghar,33,231.0,0.0,64,0.0,0.0
1989,2018,Parbhani,32,59.0,0.0,6,0.0,0.0
1990,2018,Raigad,40,59.0,0.0,9,0.0,0.0
1991,2018,Ratnagiri,5,56.0,0.0,7,0.0,0.0
1992,2018,Sangli,114,155.0,0.0,12,0.0,1.0
1993,2018,Satara,51,206.0,0.0,240,0.0,0.0
1994,2018,Sindhudurg,2,19.0,0.0,0,0.0,0.0
1995,2018,Wardha,21,75.0,0.0,124,0.0,0.0
1996,2018,Washim,2,44.0,0.0,8,0.0,0.0
1997,2018,Yavatmal,29,162.0,0.0,151,0.0,0.0
1998,2018,Bishnupur,13,8.0,0.0,0,0.0,0.0
1999,2018,Chandel,9,3.0,0.0,0,0.0,0.0
2000,2018,Churachandpur,36,1.0,0.0,0,0.0,0.0
2001,2018,Imphal East,26,5.0,0.0,0,0.0,0.0
2002,2018,Imphal West,74,14.0,0.0,0,0.0,0.0
2003,2018,Senapati,24,0.0,0.0,5,0.0,0.0
2004,2018,Tamenglong,19,1.0,0.0,0,0.0,0.0
2005,2018,Thoubal,45,10.0,0.0,0,0.0,0.0
2006,2018,Ukhrul,9,3.0,0.0,0,0.0,0.0
2007,2018,Aizawl,8,68.0,0.0,1,0.0,0.0
2008,2018,Champhai,0,19.0,0.0,0,0.0,0.0
2009,2018,Kolasib,4,20.0,0.0,0,0.0,0.0
2010,2018,Lawngtlai,0,0.0,0.0,0,0.0,0.0
2011,2018,Lunglei,11,7.0,0.0,1,0.0,0.0
2012,2018,Mamit,1,16.0,0.0,0,0.0,0.0
2013,2018,Saiha,8,8.0,0.0,0,0.0,0.0
2014,2018,Serchhip,0,8.0,0.0,0,0.0,0.0
2015,2018,Dimapur,20,2.0,0.0,35,0.0,0.0
2016,2018,Kiphire,0,0.0,0.0,4,0.0,0.0
2017,2018,Kohima,6,0.0,0.0,6,0.0,0.0
2018,2018,Longleng,0,1.0,0.0,0,0.0,0.0
2019,2018,Mokokchung,16,2.0,0.0,15,0.0,0.0
2020,2018,Mon,2,3.0,0.0,7,0.0,0.0
2021,2018,Peren,7,0.0,0.0,4,0.0,0.0
2022,2018,Phek,0,0.0,0.0,0,0.0,0.0
2023,2018,Tuensang,4,0.0,0.0,6,0.0,0.0
2024,2018,Wokha,10,0.0,0.0,10,0.0,0.0
2025,2018,Zunheboto,0,1.0,0.0,0,0.0,0.0
2026,2018,Angul,301,20.0,0.0,8,0.0,0.0
2027,2018,Balasore,387,101.0,0.0,0,0.0,0.0
2028,2018,Bhadrak,0,92.0,0.0,0,0.0,0.0
2029,2018,Boudh,0,0.0,0.0,0,0.0,0.0
2030,2018,Cuttack,1119,55.0,0.0,0,0.0,0.0
2031,2018,Dhenkanal,0,65.0,0.0,0,0.0,0.0
2032,2018,Gajapati,0,23.0,0.0,1,0.0,0.0
2033,2018,Ganjam,0,81.0,0.0,0,0.0,0.0
2034,2018,Jagatsinghpur,120,32.0,0.0,3,0.0,1.0
2035,2018,Jajpur,0,106.0,0.0,0,0.0,0.0
2036,2018,Jharsuguda,230,43.0,0.0,0,0.0,0.0
2037,2018,Kalahandi,0,56.0,0.0,2,0.0,2.0
2038,2018,Kandhamal,0,69.0,0.0,67,0.0,0.0
2039,2018,Kendrapara,74,75.0,0.0,0,0.0,0.0
2040,2018,Koraput,0,85.0,0.0,0,0.0,0.0
2041,2018,Malkangiri,0,40.0,0.0,0,0.0,0.0
2042,2018,Mayurbhanj,326,128.0,0.0,0,0.0,0.0
2043,2018,Nayagarh,0,56.0,0.0,0,0.0,0.0
2044,2018,Nabarangpur,35,71.0,0.0,15,0.0,0.0
2045,2018,Nuapada,0,22.0,0.0,0,0.0,0.0
2046,2018,Puri,502,87.0,0.0,205,0.0,0.0
2047,2018,Rayagada,0,63.0,0.0,0,0.0,0.0
2048,2018,Sambalpur,0,66.0,0.0,0,0.0,0.0
2049,2018,Barnala,29,6.0,0.0,18,0.0,0.0
2050,2018,Bathinda,263,41.0,0.0,38,0.0,0.0
2051,2018,Faridkot,38,13.0,0.0,42,0.0,0.0
2052,2018,Fatehgarh Sahib,165,13.0,0.0,12,0.0,0.0
2053,2018,Fazilka,43,46.0,0.0,7,0.0,0.0
2054,2018,Gurdaspur,3,0.0,0.0,36,0.0,0.0
2055,2018,Hoshiarpur,96,34.0,0.0,3,0.0,0.0
2056,2018,Kapurthala,134,5.0,0.0,115,0.0,0.0
2057,2018,Mansa,66,27.0,0.0,15,0.0,0.0
2058,2018,Moga,87,20.0,0.0,1,0.0,0.0
2059,2018,Muktsar,110,49.0,0.0,7,0.0,0.0
2060,2018,Pathankot,21,9.0,0.0,19,0.0,0.0
2061,2018,Patiala,124,12.0,0.0,5,0.0,0.0
2062,2018,Sangrur,199,3.0,0.0,34,0.0,0.0
2063,2018,Tarn Taran,220,0.0,0.0,68,0.0,0.0
2064,2018,Ajmer,219,19.0,0.0,27,0.0,2.0
2065,2018,Alwar,332,86.0,0.0,178,0.0,0.0
2066,2018,Banswara,103,28.0,0.0,321,0.0,0.0
2067,2018,Baran,87,1.0,0.0,12,0.0,0.0
2068,2018,Barmer,2,18.0,0.0,25,0.0,0.0
2069,2018,Bharatpur,3556,78.0,0.0,230,0.0,0.0
2070,2018,Bhilwara,237,76.0,0.0,139,0.0,1.0
2071,2018,Bikaner,1197,29.0,0.0,543,0.0,0.0
2072,2018,Bundi,368,18.0,0.0,795,0.0,0.0
2073,2018,Chittorgarh,511,2.0,0.0,131,0.0,0.0
2074,2018,Churu,979,31.0,0.0,29,0.0,0.0
2075,2018,Dausa,823,14.0,0.0,460,0.0,0.0
2076,2018,Dholpur,681,15.0,0.0,5,0.0,0.0
2077,2018,Dungarpur,74,13.0,0.0,189,0.0,0.0
2078,2018,Hanumangarh,908,4.0,0.0,155,0.0,0.0
2079,2018,Jaipur Rural,1360,24.0,0.0,219,0.0,0.0
2080,2018,Jaisalmer,106,12.0,0.0,121,0.0,0.0
2081,2018,Jalore,0,11.0,0.0,87,0.0,0.0
2082,2018,Jhalawar,27,9.0,0.0,17,0.0,1.0
2083,2018,Jhunjhunu,1551,6.0,0.0,644,0.0,0.0
2084,2018,Jodhpur Rural,168,5.0,0.0,7,0.0,1.0
2085,2018,Karauli,1927,2.0,0.0,208,0.0,0.0
2086,2018,Nagaur,870,47.0,0.0,113,0.0,0.0
2087,2018,Pali,1943,34.0,0.0,477,0.0,0.0
2088,2018,Pratapgarh,195,10.0,0.0,16,0.0,0.0
2120,2018,Rajsamand,48,9.0,0.0,77,0.0,0.0
2121,2018,Sawai Madhopur,1162,15.0,0.0,288,0.0,0.0
2122,2018,Sikar,1810,23.0,0.0,295,0.0,0.0
2123,2018,Sirohi,295,36.0,0.0,1,0.0,0.0
2124,2018,Tonk,430,1.0,0.0,47,0.0,0.0
2125,2018,Udaipur,394,29.0,0.0,636,0.0,1.0
2126,2018,Ariyalur,13,43.0,0.0,2,0.0,0.0
2127,2018,Chennai,209,227.0,0.0,49,0.0,3.0
2128,2018,Coimbatore,113,33.0,0.0,84,0.0,0.0
2129,2018,Cuddalore,28,82.0,0.0,86,0.0,0.0
2130,2018,Dharmapuri,110,31.0,0.0,0,0.0,0.0
2131,2018,Dindigul,275,59.0,0.0,15,0.0,0.0
2132,2018,Erode,239,45.0,0.0,43,0.0,0.0
2133,2018,Kanchipuram,2526,35.0,0.0,222,0.0,0.0
2134,2018,Kanyakumari,19,73.0,1.0,58,0.0,0.0
2135,2018,Karur,113,15.0,0.0,53,0.0,0.0
2136,2018,Krishnagiri,119,50.0,0.0,5,0.0,1.0
2137,2018,Madurai,16,82.0,0.0,81,0.0,0.0
2138,2018,Nagapattinam,0,33.0,0.0,31,0.0,0.0
2139,2018,Namakkal,525,31.0,0.0,16,0.0,0.0
2140,2018,Nilgiris,355,31.0,0.0,641,0.0,0.0
2141,2018,Perambalur,0,34.0,0.0,0,0.0,0.0
2142,2018,Salem,513,78.0,0.0,0,0.0,0.0
2143,2018,Thanjavur,0,35.0,0.0,0,0.0,0.0
2144,2018,Theni,617,72.0,0.0,252,0.0,0.0
2145,2018,Thoothukudi,31,99.0,2.0,36,0.0,0.0
2146,2018,Tiruppur,25,32.0,0.0,0,0.0,0.0
2147,2018,Vellore,5196,112.0,2.0,1174,0.0,0.0
2148,2018,Virudhunagar,1576,58.0,0.0,145,0.0,0.0
2149,2018,Adilabad,50,18.0,0.0,9,0.0,0.0
2150,2018,Bhadradri Kothagudem,397,118.0,0.0,24,0.0,0.0
2151,2018,Kamareddy ,129,12.0,0.0,5,0.0,0.0
2152,2018,Mahabubabad,152,17.0,0.0,5,0.0,0.0
2153,2018,Medak,470,53.0,0.0,22,0.0,0.0
2154,2018,Nagarkurnool,222,42.0,0.0,31,0.0,0.0
2155,2018,Nalgonda,899,128.0,0.0,61,0.0,0.0
2156,2018,Nirmal,56,31.0,0.0,5,0.0,0.0
2157,2018,Sangareddy,457,32.0,0.0,16,0.0,0.0
2158,2018,Suryapet,740,58.0,0.0,12,0.0,0.0
2159,2018,Vikarabad,33,20.0,0.0,303,0.0,0.0
2160,2018,Wanaparthy,43,29.0,0.0,33,0.0,0.0
2161,2018,Dhalai,0,20.0,0.0,0,0.0,0.0
2162,2018,Gomati,188,5.0,0.0,0,0.0,0.0
2163,2018,Unakoti,37,17.0,0.0,0,0.0,0.0
2164,2018,Agra,2106,100.0,0.0,248,0.0,0.0
2165,2018,Aligarh,944,155.0,0.0,1570,0.0,0.0
2166,2018,Prayagraj,282,0.0,0.0,280,0.0,0.0
2167,2018,Ambedkar Nagar,200,29.0,0.0,535,0.0,0.0
2168,2018,Amethi,17,2.0,0.0,68,0.0,0.0
2169,2018,Amroha,625,40.0,0.0,181,0.0,0.0
2170,2018,Auraiya,96,74.0,0.0,139,0.0,0.0
2171,2018,Azamgarh,39,51.0,0.0,146,0.0,0.0
2172,2018,Baghpat,561,36.0,0.0,426,0.0,0.0
2173,2018,Bahraich,391,45.0,0.0,126,0.0,0.0
2174,2018,Ballia,200,190.0,0.0,51,0.0,0.0
2207,2018,Banda,46,0.0,0.0,45,0.0,0.0
2208,2018,Barabanki,64,85.0,0.0,50,0.0,0.0
2209,2018,Bareilly,1987,188.0,0.0,620,0.0,0.0
2210,2018,Basti,100,53.0,0.0,27,0.0,0.0
2211,2018,Bijnor,116,128.0,0.0,328,0.0,0.0
2212,2018,Chitrakoot,200,0.0,0.0,127,0.0,0.0
2213,2018,Deoria,128,35.0,0.0,33,0.0,0.0
2214,2018,Etah,51,109.0,0.0,23,0.0,0.0
2215,2018,Etawah,166,52.0,0.0,85,0.0,0.0
2216,2018,Ayodhya,58,193.0,0.0,82,0.0,0.0
2217,2018,Fatehpur,210,0.0,0.0,153,0.0,0.0
2218,2018,Firozabad,151,99.0,0.0,20,0.0,0.0
2219,2018,Ghaziabad,2669,47.0,0.0,262,0.0,0.0
2220,2018,Ghazipur,126,166.0,0.0,137,0.0,0.0
2221,2018,Gonda,46,47.0,0.0,19,0.0,0.0
2222,2018,Gorakhpur,78,180.0,0.0,87,0.0,0.0
2255,2018,Hapur,141,65.0,0.0,54,0.0,0.0
2256,2018,Hardoi,174,139.0,0.0,199,0.0,0.0
2257,2018,Hathras,354,69.0,0.0,95,0.0,0.0
2258,2018,Jalaun,0,47.0,0.0,12,0.0,0.0
2259,2018,Jaunpur,102,141.0,228.0,174,0.0,0.0
2260,2018,Jhansi,117,86.0,0.0,24,0.0,0.0
2261,2018,Kannauj,1139,37.0,0.0,37,0.0,0.0
2262,2018,Kanpur Dehat,0,109.0,0.0,75,0.0,0.0
2263,2018,Kanpur Nagar,1262,178.0,0.0,95,0.0,0.0
2264,2018,Kasganj,475,37.0,0.0,430,0.0,0.0
2265,2018,Kaushambi,373,0.0,0.0,135,0.0,0.0
2266,2018,Kushi Nagar,0,31.0,0.0,91,0.0,0.0
2267,2018,Lalitpur,549,66.0,0.0,89,0.0,0.0
2269,2018,Maharajganj,44,147.0,0.0,22,0.0,0.0
2270,2018,Mahoba,9,99.0,0.0,20,0.0,0.0
